"BehaviorSpace results (NetLogo 6.2.2)"
"Core_Housing_Model.nlogo"
"baseline"
"01/17/2022 22:21:24:266 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","reliance-on-network","fixed-distr-social-housing","income-socially-influenced?","hide-links?","number","clustered-social-housing","minimum-score-upper","social-housing?","minimum-score-working","different-district-colours?","number-socialhousing","minimum-score-middle","[step]","segregation_working_obj ;;average segregation measure for the working class based on distribution of turtles of the same class in neighboring patches","segregation_middle_obj ;;average segregation measure for the middle class based on distribution of turtles of the same class in neighboring patches","segregation_upper_obj ;;average segregation measure for the upper class based on distribution of turtles of the same class in neighboring patches","segregation_working_norm ;;average segregation measure for the working class based on distance to greeneries and services","segregation_middle_norm ;;average segregation measure for the middle class based on distance to greeneries and services","segregation_upper_norm ;;average segregation measure for the upper class based on distance to greeneries and services","total-working","total-middle","total-upper","working-district-1","working-district-2","working-district-3","working-district-4","working-periphery","working-centre","middle-district-1","middle-district-2","middle-district-3","middle-district-4","middle-periphery","middle-centre","upper-district-1","upper-district-2","upper-district-3","upper-district-4","upper-periphery","upper-centre","working-avg-distance-services","middle-avg-distance-services","upper-avg-distance-services","working-avg-distance-green","middle-avg-distance-green","upper-avg-distance-green","percent-cannot-afford","percent-unhappy","min-income","max-income","mean-income","std-income","min-wealth","max-wealth","avg-wealth","std-wealth","min-houseprice","max-houseprice","avg-houseprice","std-houseprice"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","52","6.51310861423221","5.101313320825516","6.028142589118199","0","0","0","534","533","533","85","69","57","35","288","246","94","140","105","86","108","425","135","61","154","151","32","501","5.235473980176311","4.820353764481343","4.567974127245779","5.31216681094387","5.194281483469356","4.775538644468313","5.25","6.25","223","10178","2086.27625","1389.851917078063","0","29503","2480.72375","2824.266459734842","168","10396","1965.075197089145","1434.9441725455904"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","43","6.895131086142322","5.337711069418386","6.114446529080675","0","0","0","534","533","533","57","67","56","43","311","223","156","132","91","72","82","451","98","73","170","158","34","499","5.005098596347503","4.8563990492051055","4.698481222454296","5.256290305836471","5.080669190141354","4.951310260821509","4.1875","5.8125","241","8547","2028.54875","1331.5573413185027","0","22515","2078.69625","2185.4266714582604","142","9569","1904.2637962401454","1452.877994665719"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","38","6.700374531835206","5.086303939962477","5.840525328330206","0","0","0","534","533","533","77","52","60","38","307","227","153","115","99","85","81","452","76","113","154","151","39","494","5.103200360910819","4.8538078384454275","4.621067584518939","5.319507894377229","5.1362308896468925","4.796952429802435","1.7500000000000002","5.75","242","9512","2086.57","1416.9507855092716","0","16740","2013.71125","1939.715096227412","125","11284","1852.1091570648878","1456.5864550178887"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","53","6.535580524344569","5.176360225140713","6.080675422138837","0","0","0","534","533","533","79","71","61","34","289","245","95","138","104","88","108","425","136","63","150","152","32","501","5.2258509160474516","4.82716553653758","4.554647913827728","5.297818449005534","5.17567125202655","4.766713551801695","5.125","6.5","224","10209","2092.51625","1394.032249333225","0","30200","2524.72125","2885.476819148717","170","10403","1970.8465736810188","1436.1815799023918"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","46","6.50187265917603","5.135084427767355","5.874296435272045","0","0","0","534","533","533","81","58","57","49","289","245","91","115","154","68","105","428","150","104","95","151","33","500","5.106564388614847","4.996362206648244","4.499325561883788","5.209851930753355","5.062847235454011","4.9637736528185155","6.875000000000001","8.1875","226","7925","2030.624375","1350.8709249742633","0","25224","2049.131875","2279.530083231895","125","10839","2039.8362644026683","1597.8288306200993"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","44","6.913857677902621","5.348968105065666","6.099437148217636","0","0","0","534","533","533","59","71","54","41","309","225","157","130","93","67","86","447","93","77","171","159","33","500","5.0014976550195716","4.870139287565978","4.727889954842139","5.274540346640957","5.087446580168467","4.93622757643531","3.8125","5.625","242","8573","2034.62625","1335.5473281494078","0","23181","2117.35125","2242.721529812858","144","9577","1909.8775015160704","1454.203960012181"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","54","6.561797752808989","5.153846153846154","6.080675422138837","0","0","0","534","533","533","77","73","59","38","287","247","91","140","104","87","111","422","140","62","152","149","30","503","5.2049515977908785","4.844309793761909","4.567473620637151","5.320094748087325","5.166140275070395","4.767242522664436","5.125","6.5625","225","10240","2098.77125","1398.2232002606138","0","30900","2564.734375","2948.5353483562267","172","10410","1976.639175257732","1437.426548209803"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","39","6.696629213483146","5.142589118198874","5.76547842401501","0","0","0","534","533","533","76","53","62","37","306","228","155","115","99","85","79","454","77","112","152","151","41","492","5.105276102229269","4.861157251052468","4.600081979331854","5.293387330085221","5.165033308949097","4.802841498028357","1.7500000000000002","5.0625","243","9541","2092.805","1421.2263536969672","0","17261","2058.779375","1997.2218063573894","127","11294","1857.5573074590661","1457.7892897707873"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","47","6.50936329588015","5.202626641651032","5.923076923076923","0","0","0","534","533","533","80","54","62","48","290","244","83","119","157","70","104","429","150","103","94","152","34","499","5.107184410147256","4.986010870433902","4.4707839521475785","5.272770284629091","5.104675071897138","4.9138693046486885","7.124999999999999","8.4375","227","7949","2036.695","1354.936460219452","0","25877","2087.239375","2335.25656574219","126","10849","2045.847180109157","1599.3950087791425"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","45","6.917602996254682","5.311444652908068","6.163227016885553","0","0","0","534","533","533","57","68","56","42","311","223","159","125","93","72","84","449","94","78","168","161","32","501","4.984696951212003","4.8494025175194055","4.727726790107196","5.258936466746192","5.07670792412311","4.94208214780088","3.875","5.5","243","8599","2040.719375","1339.554261363297","0","23848","2155.714375","2301.1590657638335","146","9585","1915.5051546391753","1455.5337296785347"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","55","6.610486891385768","5.1163227016885555","6.054409005628518","0","0","0","534","533","533","78","72","60","35","289","245","98","136","99","90","110","423","135","64","155","149","30","503","5.1892632404188515","4.802994608916271","4.596379771693179","5.298405518997349","5.197689322359841","4.7748899600326755","5.25","6.5625","226","10271","2105.040625","1402.4224049304037","0","31603","2604.15","3012.75297594389","174","10417","1982.4481503941784","1438.676699021135"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","40","6.681647940074907","5.138836772983114","5.821763602251407","0","0","0","534","533","533","78","49","67","37","303","231","153","118","98","85","79","454","79","112","152","152","38","495","5.1360942065844775","4.835401448261814","4.605104191040554","5.290798849537501","5.1523054163655635","4.824090020022931","2.0625","4.6875","244","9570","2099.053125","1425.5078242159193","0","17783","2099.949375","2056.6230167942463","129","11304","1863.0230442692541","1458.9944022273612"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","48","6.561797752808989","5.311444652908068","5.99812382739212","0","0","0","534","533","533","75","58","58","52","291","243","88","116","160","64","105","428","153","105","92","150","33","500","5.112875821348456","5.025419081507427","4.487085532086756","5.2124327526166985","5.112514781494859","4.942071590566933","6.375","7.875","228","7973","2042.78375","1359.014147882492","0","26532","2125.171875","2391.9278543408695","127","10859","2051.875075803517","1600.9667381055729"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","46","6.902621722846442","5.345215759849906","6.0919324577861165","0","0","0","534","533","533","52","69","57","46","310","224","158","129","93","70","83","450","95","78","167","160","33","500","4.954101238223638","4.886989174400767","4.70130652101109","5.239953184884283","5.117157753049499","4.932502038265802","4.375","5.9375","244","8625","2046.82625","1343.578782497111","0","24517","2197.083125","2357.844073595057","148","9593","1921.1491813220134","1456.8724625542557"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","56","6.5543071161048685","5.228893058161351","6.009380863039399","0","0","0","534","533","533","81","71","59","35","288","246","93","139","103","90","108","425","134","66","154","147","32","501","5.179500011673469","4.8494163996199795","4.614478250868717","5.359518221009838","5.165494720775533","4.782786183136445","5.375","6.5625","227","10302","2111.33","1406.633010104518","0","32309","2643.6375","3077.2266966268276","177","10424","1988.274105518496","1439.931877540217"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","49","6.614232209737827","5.206378986866792","6.00562851782364","0","0","0","534","533","533","75","57","59","49","294","240","90","116","157","67","103","430","154","102","93","153","31","502","5.1390064407660105","4.996782359169569","4.457468440348225","5.23787889195149","5.074104933973052","4.926829929638526","6.937500000000001","8.0625","229","7997","2048.8925","1363.1091211790063","0","27188","2160.41625","2448.172157407671","128","10869","2057.928441479685","1602.5479926995627"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","47","6.898876404494382","5.25140712945591","6.110694183864916","0","0","0","534","533","533","58","70","53","42","311","223","159","125","96","69","84","449","92","77","168","162","34","499","4.924545708400445","4.923241827949976","4.712830601773759","5.223104146023771","5.110899440155143","4.896358932637936","3.8125","5.4375","245","8651","2052.955","1347.6191993350767","0","25188","2236.8775","2416.079173030186","150","9601","1926.8095815645845","1458.2186724660075"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","57","6.632958801498128","5.213883677298312","6.061913696060038","0","0","0","534","533","533","80","69","58","35","292","242","91","139","106","91","106","427","137","64","149","152","31","502","5.180144918987786","4.816321309388286","4.56133199323278","5.285537120850353","5.150581535822595","4.81797426630973","5.125","6.125","228","10333","2117.639375","1410.8560822697889","0","33018","2686.199375","3138.970280185375","180","10431","1994.1134020618556","1441.1920362365947"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","50","6.535580524344569","5.266416510318949","5.983114446529081","0","0","0","534","533","533","72","58","65","48","291","243","88","115","156","69","105","428","156","102","93","150","32","501","5.157822547272527","4.979302692458458","4.466917421893491","5.212121008214022","5.102879433625596","4.943561556191907","6.5","8.3125","230","8021","2055.015","1367.213336944146","0","27846","2197.680625","2504.5393130486586","129","10879","2063.9987871437233","1604.1345464774472"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","48","6.9588014981273405","5.367729831144465","6.25703564727955","0","0","0","534","533","533","56","72","49","43","314","220","161","128","91","69","84","449","92","76","173","162","30","503","4.95402896169928","4.909433200069915","4.725892954771424","5.259385236700103","5.128750510905745","4.918500059106326","4.0625","5.5","246","8677","2059.1","1351.6713213094883","0","25860","2277.19375","2473.855173782198","152","9609","1932.4893875075804","1459.5754623789792"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","58","6.49438202247191","5.258911819887429","5.99812382739212","0","0","0","534","533","533","84","67","60","36","287","247","94","144","100","87","108","425","139","64","151","147","32","501","5.212258207778372","4.830552208488177","4.612928906304611","5.318892006458505","5.214863878034241","4.773751367533985","5.4375","6.875000000000001","229","10364","2123.965","1415.0962275966774","0","33730","2727.091875","3201.9689152172805","182","10438","1999.9769557307459","1442.4664298234693"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","51","6.584269662921348","5.288930581613508","6.043151969981238","0","0","0","534","533","533","75","58","63","47","291","243","89","115","158","66","105","428","153","105","89","154","32","501","5.136722119061228","5.009144735570448","4.427755371443299","5.241317955084907","5.1080795716530245","4.9167184155907435","6.812500000000001","8.4375","231","8045","2061.154375","1371.3286497807253","0","28505","2233.6475","2561.0731765469964","130","10889","2070.086719223772","1605.7310694365508"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","49","7.007490636704119","5.360225140712946","6.166979362101313","0","0","0","534","533","533","57","70","50","43","314","220","158","127","95","71","82","451","91","79","171","160","32","501","4.917714344763673","4.877363673914741","4.720440416511639","5.252473331910862","5.085173169083096","4.916185109655468","4.5","5.6875","247","8703","2065.26","1355.7375543768483","0","26534","2315.80125","2534.117528653534","154","9617","1938.1837477258946","1460.9382403324933"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","41","6.7565543071161045","5.112570356472795","5.821763602251407","0","0","0","534","533","533","74","48","64","41","307","227","152","117","97","84","83","450","78","112","157","150","36","497","5.104017955574736","4.847156769726131","4.625847088567907","5.295566451901363","5.168559234634779","4.7833625267410715","1.4375","4.3125","245","9599","2105.318125","1429.802923805257","0","18307","2143.4125","2112.4342247310105","131","11314","1868.5087932080048","1460.2066925698527"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","59","6.584269662921348","5.266416510318949","6.028142589118199","0","0","0","534","533","533","77","69","56","44","288","246","94","140","107","85","107","426","139","64","148","150","32","501","5.148141326935822","4.836896764697051","4.569084101667682","5.253992542959364","5.184141211443591","4.815654046644843","5.625","6.875000000000001","230","10395","2130.3075","1419.3521654437004","0","34445","2767.750625","3265.131880538735","184","10446","2005.8599151000606","1443.7518096992787"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","50","6.98876404494382","5.311444652908068","6.159474671669794","0","0","0","534","533","533","54","71","50","44","315","219","162","123","94","72","82","451","92","81","172","157","31","502","4.966815530789139","4.861878640621971","4.741725150523301","5.220934418662744","5.072686270228541","4.983741989709326","4.125","5.25","248","8729","2071.44625","1359.81788717823","0","27210","2355.1475","2594.100449617927","156","9625","1943.8932686476653","1462.3074521027668"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","42","6.711610486891386","5.1801125703564725","5.848030018761726","0","0","0","534","533","533","77","49","63","41","304","230","151","118","98","83","83","450","80","108","156","152","37","496","5.09709554100818","4.871206081440304","4.6161054768225185","5.294763056341589","5.153551262542466","4.7945309711369335","1.7500000000000002","4.4375","246","9628","2111.6","1434.10365631661","0","18832","2186.914375","2171.238615167819","133","11324","1874.0121285627654","1461.4241137968088"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","60","6.640449438202247","5.296435272045028","6.043151969981238","0","0","0","534","533","533","81","66","59","36","292","242","97","143","102","86","105","428","135","65","149","153","31","502","5.1941211734536505","4.824355643478981","4.5594206784687215","5.2908197389287706","5.193715252160138","4.776858650109956","5.3125","6.3125","231","10426","2136.6675","1423.6146686856005","0","35163","2805.37375","3328.387042623179","186","10454","2011.7640994542146","1445.0429549068442"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","52","6.599250936329588","5.202626641651032","6.058161350844277","0","0","0","534","533","533","72","61","65","45","291","243","89","111","158","72","103","430","152","103","92","153","33","500","5.123640864396575","4.9793803650952535","4.465754254192276","5.252468391550615","5.042165067080289","4.938134041974159","6.625","7.8125","232","8069","2067.31125","1375.4554515452087","0","29166","2269.369375","2619.2767455169","131","10899","2076.194057004245","1607.3328492536634"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","51","6.966292134831461","5.412757973733584","6.287054409005629","0","0","0","534","533","533","58","72","51","42","311","223","164","125","90","70","84","449","89","78","175","160","31","502","4.9576892700154875","4.856470580351195","4.740896301050722","5.25368942052037","5.117830040955557","4.926136670655408","3.875","5.125","249","8755","2077.65","1363.907683865123","0","27887","2396.90625","2653.137290716041","158","9633","1949.6197695573076","1463.6855717780568"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","43","6.820224719101123","5.150093808630394","5.859287054409005","0","0","0","534","533","533","77","48","60","39","310","224","151","121","99","82","80","453","77","109","157","155","35","498","5.100098237455322","4.850550591499875","4.58830444950101","5.340717681345377","5.13027858008446","4.797781923146165","1.7500000000000002","4.1875","247","9657","2117.903125","1438.414190473253","0","19359","2227.403125","2231.724455301989","135","11334","1879.534263189812","1462.6487469610495"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","53","6.546816479400749","5.270168855534709","5.968105065666041","0","0","0","534","533","533","77","60","57","48","292","242","92","117","156","66","102","431","150","100","94","155","34","499","5.123477459435715","5.028901366949867","4.459481131962339","5.2763009242886145","5.040730564864433","4.950493682292133","6.937500000000001","8.0625","233","8093","2073.485625","1379.600619640312","0","29828","2305.114375","2676.5561953675115","132","10909","2082.319587628866","1608.944753560702"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","52","6.936329588014981","5.3076923076923075","6.24577861163227","0","0","0","534","533","533","59","71","50","43","311","223","160","127","92","70","84","449","89","78","174","160","32","501","4.925234782844107","4.878352846876848","4.73230941658911","5.268146803652342","5.104185854110123","4.935819607965156","4.0625","5.125","250","8781","2083.871875","1368.0160449153889","0","28566","2434.820625","2713.394632184626","160","9641","1955.3662825955125","1465.070510241384"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","44","6.883895131086143","5.1801125703564725","5.881801125703565","0","0","0","534","533","533","78","44","62","38","312","222","154","125","97","81","76","457","77","109","158","152","37","496","5.106298775929144","4.874618518649643","4.594773710388835","5.338096023272752","5.106957332033626","4.837156104980686","1.5","3.875","248","9686","2124.229375","1442.7396899285648","0","19887","2267.199375","2291.921527027791","137","11344","1885.0794420861127","1463.888725899681"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","54","6.5655430711610485","5.24015009380863","5.98686679174484","0","0","0","534","533","533","75","56","63","46","294","240","93","116","155","68","101","432","148","105","90","156","34","499","5.147147980613631","5.013804996488543","4.417208257290237","5.239874230072357","5.052816695494938","4.931112256438441","7.062499999999999","8.25","234","8117","2079.678125","1383.7565007272078","0","30492","2339.93","2734.097395477154","133","10919","2088.465736810188","1610.5645049057982"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","53","6.880149812734082","5.360225140712946","6.163227016885553","0","0","0","534","533","533","57","71","51","44","311","223","163","126","95","68","81","452","92","77","171","158","35","498","4.960864010097038","4.881810669440043","4.752817732122659","5.275343825997829","5.134907419656636","4.90931832453432","4.375","5.6875","251","8807","2090.113125","1372.1336125663727","0","29247","2477.10375","2772.8931113306962","162","9649","1961.1303820497271","1466.4626940742698"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","45","6.943820224719101","5.195121951219512","5.934333958724203","0","0","0","534","533","533","77","46","59","39","313","221","155","120","99","81","78","455","74","112","157","155","35","498","5.091073217256381","4.880149534668401","4.6051666598234435","5.360656591892368","5.159183193537788","4.779320235766461","1.875","4.0625","249","9715","2130.575625","1447.0771556710104","0","20417","2311.09875","2351.117024903043","139","11354","1890.6464523953912","1465.1437814400058"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","55","6.468164794007491","5.210131332082551","5.945590994371482","0","0","0","534","533","533","71","60","64","49","290","244","94","112","153","71","103","430","146","107","92","153","35","498","5.115648626293589","4.9875155204225825","4.467863093493834","5.168340499264215","5.084547803627014","4.933817760778233","6.5625","8.0625","235","8141","2085.88875","1387.925981619686","0","31157","2378.246875","2791.1735284139654","135","10929","2094.6264402668285","1612.192101989699"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","54","6.895131086142322","5.348968105065666","6.1557223264540335","0","0","0","534","533","533","59","70","51","45","309","225","160","125","95","69","84","449","91","80","170","159","33","500","4.959091052660089","4.908722349377912","4.714954665149517","5.253480553090737","5.127639926926234","4.886501660509459","4.3125","6","252","8833","2096.371875","1376.2653259777553","0","29930","2515.914375","2834.0123580926734","164","9657","1966.9096422073985","1467.8649191377838"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","46","6.857677902621723","5.123827392120075","5.859287054409005","0","0","0","534","533","533","76","44","61","40","313","221","156","120","98","80","79","454","77","115","152","153","36","497","5.08745998731554","4.915956461684368","4.589152245245337","5.3159971601530716","5.190693152629126","4.793365529351286","1.6875","4.125","250","9744","2136.93875","1451.4220535338343","0","20948","2352.545625","2410.3940570189293","141","11364","1896.226197695573","1466.4061632356165"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","61","6.531835205992509","5.217636022514071","6.024390243902439","0","0","0","534","533","533","82","64","63","38","287","247","95","140","104","86","108","425","136","64","146","153","34","499","5.1904615717725076","4.857455566070957","4.58150994250612","5.2701638659156655","5.19595766415949","4.813298636441554","5.1875","6.125","232","10457","2143.044375","1427.8931789484159","0","35884","2846.470625","3391.16411213159","188","10462","2017.687083080655","1446.341595629085"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","56","6.550561797752809","5.266416510318949","5.949343339587242","0","0","0","534","533","533","80","62","56","44","292","242","90","112","156","73","102","431","145","104","98","152","34","499","5.155323980161822","4.979161220723494","4.430092720308674","5.227267510763793","5.0677356787222445","4.947834148319056","6.625","7.5","236","8165","2092.114375","1392.1066479864119","0","31824","2415.108125","2847.973648073584","137","10939","2100.8077622801698","1613.8330246931362"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","55","6.8389513108614235","5.296435272045028","6.095684803001876","0","0","0","534","533","533","59","69","55","45","306","228","157","126","92","72","86","447","94","79","169","157","34","499","4.925707735135473","4.889568419843467","4.731329538922034","5.263939915763668","5.1128044691722705","4.885550199216338","4.4375","5.8125","253","8859","2102.645625","1380.3998713856197","0","30614","2557.1025","2894.34251210091","166","9665","1972.7064887810795","1469.27947385582"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","47","6.8164794007490634","5.157598499061914","5.863039399624766","0","0","0","534","533","533","76","45","63","39","311","223","156","121","98","80","78","455","77","115","154","153","34","499","5.073555554327932","4.929419009861878","4.606476339475334","5.298070081358137","5.164449579622444","4.82669868678649","2.3125","4.4375","251","9773","2143.32125","1455.7795220461596","0","21481","2391.983125","2471.621068151538","143","11374","1901.8192844147968","1467.6733519588788"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","62","6.588014981273409","5.1801125703564725","6.031894934333959","0","0","0","534","533","533","81","67","62","37","287","247","95","139","105","85","109","424","132","66","150","153","32","501","5.180492002309032","4.843234739776763","4.563381927383514","5.308278414968409","5.140048816928529","4.809620486300093","5","6.1875","233","10488","2149.446875","1432.188294794922","0","36608","2889.255","3454.1128630980443","190","10470","2023.6294724075196","1447.6458665641833"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","56","6.883895131086143","5.3639774859287055","6.166979362101313","0","0","0","534","533","533","53","73","54","45","309","225","162","126","91","70","84","449","92","79","171","157","34","499","4.960909732063992","4.8623124458808356","4.735971221574898","5.215331319988341","5.132567867602465","4.896860216656128","3.9375","5.375","254","8886","2108.935625","1384.545709156555","0","31300","2599.805","2953.6831684588774","168","9673","1978.5215281989085","1470.7011395660809"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","57","6.647940074906367","5.217636022514071","6.024390243902439","0","0","0","534","533","533","77","56","63","41","297","237","93","113","153","73","101","432","144","107","94","157","31","502","5.177987513590636","5.002564175291452","4.403119900058566","5.297025861040771","5.072177151703701","4.873661925999613","6.375","7.5625","237","8189","2098.35875","1396.2990584797292","0","32492","2453.91875","2904.430186170767","139","10949","2107.01394784718","1615.4876185095836"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","48","6.883895131086143","5.195121951219512","5.900562851782364","0","0","0","534","533","533","76","42","65","39","312","222","157","119","99","81","77","456","74","117","153","153","36","497","5.119354994223087","4.87623079068506","4.60646340263606","5.255272687346804","5.1813307515310525","4.819725380659154","1.7500000000000002","3.9375","252","9802","2149.7225","1460.15487257386","0","22015","2438.39","2530.2169902818987","145","11384","1907.4263189812007","1468.9484291281155"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","63","6.49063670411985","5.1876172607879925","6.031894934333959","0","0","0","534","533","533","85","66","59","36","288","246","93","141","104","87","108","425","132","64","151","153","33","500","5.2033971504833225","4.830751748611677","4.588754825999144","5.319819540667161","5.149118754481486","4.763339010273646","5.375","6.375","234","10519","2155.8725","1436.4979212192727","0","37335","2930.945","3518.3055034326803","192","10478","2029.5882352941176","1448.9575859244835"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","57","6.947565543071161","5.401500938086304","6.193245778611632","0","0","0","534","533","533","57","69","49","47","312","222","161","125","94","71","82","451","92","77","171","159","34","499","4.949341957168895","4.885511220920441","4.726656993083297","5.294513223828715","5.10200485466379","4.8998668498064","4.5","5.875","255","8913","2115.245625","1388.7021342081716","0","31988","2642.1425","3014.0289802650277","170","9681","1984.3547604608855","1472.1335891443728"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","49","6.865168539325842","5.135084427767355","5.941838649155723","0","0","0","534","533","533","75","47","58","41","313","221","155","120","99","82","77","456","73","116","153","154","37","496","5.104609155729155","4.866397879408641","4.589148449754116","5.2929221064114165","5.184928409462016","4.813360320027594","1.7500000000000002","3.8125","253","9831","2156.144375","1464.546866605388","0","22551","2482.8125","2590.3696138879673","147","11394","1913.0533656761675","1470.232730261083"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","58","6.580524344569288","5.285178236397749","6.088180112570356","0","0","0","534","533","533","80","58","58","43","295","239","92","112","157","68","104","429","146","107","93","157","30","503","5.1875748649460665","4.99961247027081","4.424593161862094","5.235650829156515","5.114421950344609","4.920680957099973","6.937500000000001","8.0625","238","8214","2104.6225","1400.5101634556113","0","33162","2488.695625","2963.5356542421764","141","10959","2113.235900545785","1617.1454990413167"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","64","6.5543071161048685","5.210131332082551","5.990619136960601","0","0","0","534","533","533","84","66","59","37","288","246","93","141","105","84","110","423","130","66","151","155","31","502","5.165126214305062","4.847201023039386","4.562142250402662","5.283685020255359","5.1967536402310355","4.777270092103542","5.25","6.1875","235","10551","2162.31625","1440.8223261719966","0","38065","2971.978125","3583.153890781771","194","10486","2035.5621588841723","1450.2767240712087"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","58","6.947565543071161","5.450281425891182","6.163227016885553","0","0","0","534","533","533","57","67","55","44","311","223","159","131","93","69","81","452","95","75","171","158","34","499","4.964552178594386","4.880552840084411","4.723675163362862","5.26022503176905","5.1135281065876015","4.942455523778997","4.4375","5.5","256","8940","2121.573125","1392.8755323280277","0","32677","2679.838125","3077.3963720880706","172","9689","1990.2049727107337","1473.5749979923894"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","50","6.880149812734082","5.112570356472795","5.941838649155723","0","0","0","534","533","533","77","48","56","40","313","221","156","117","102","79","79","454","75","116","154","155","33","500","5.108080725842933","4.865519981903331","4.5973964210778036","5.288492264002454","5.192120730178566","4.805674413841372","1.875","4","254","9860","2162.586875","1468.9450865314063","0","23088","2529.619375","2650.7060969687705","149","11404","1918.6937537901758","1471.5240144037848"
"5","50","true","false","true","1600","true","65","false","40","false","350","55","59","6.49438202247191","5.273921200750469","6.058161350844277","0","0","0","534","533","533","79","56","67","42","290","244","93","112","153","72","103","430","142","109","96","154","32","501","5.183101237529949","4.979068990212115","4.435660925756212","5.2609126494893115","5.078364987975955","4.911856883313548","6.937500000000001","8","239","8239","2110.905","1404.735920592951","0","33834","2521.396875","3022.8444683426974","143","10969","2119.476652516677","1618.812163658343"
"6","50","true","false","true","1600","true","65","false","40","false","350","55","65","6.5543071161048685","5.206378986866792","6.073170731707317","0","0","0","534","533","533","84","66","58","37","289","245","92","146","101","86","108","425","133","64","151","154","31","502","5.208609562129449","4.853158949796248","4.533893312759792","5.338841341103747","5.1723970496913845","4.7414134356983935","5.375","6.125","236","10583","2168.7825","1445.1581982018085","0","38798","3014.64875","3647.538520003286","196","10494","2041.5518496058216","1451.6087952851017"
"8","50","true","false","true","1600","true","65","false","40","false","350","55","51","6.861423220973783","5.082551594746716","5.855534709193246","0","0","0","534","533","533","76","47","61","37","313","221","154","115","104","80","80","453","80","117","151","152","33","500","5.097471472711306","4.8430630505388015","4.606747037965802","5.29737714600716","5.16730333928759","4.82459726637309","1.7500000000000002","3.6249999999999996","255","9890","2169.04875","1473.365496508715","0","23627","2572.86875","2713.625581928673","151","11414","1924.3462704669496","1472.8189167226396"
"7","50","true","false","true","1600","true","65","false","40","false","350","55","59","6.831460674157303","5.341463414634147","6.159474671669794","0","0","0","534","533","533","57","72","57","40","308","226","160","126","91","73","83","450","95","75","169","159","35","498","4.980626677463285","4.852677039480583","4.748849253742825","5.23027174937092","5.078865848225157","4.941026759318312","4.5","5.75","257","8967","2127.923125","1397.0682005322153","0","33368","2721.265625","3139.885328716925","174","9697","1996.0745906610066","1475.0257176105354"
